Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1297,tt0242527,2024-04-19,2024-04-19,,"The Hole","The Hole",https://www.imdb.com/title/tt0242527/,Movie,6.2,102,2001,"Drama, Mystery, Thriller",48742,2001-04-20,"Nick Hamm",,
1298,tt23462326,2024-04-21,2024-04-21,,"Last Night with the Devil","Last Night with the Devil",https://www.imdb.com/title/tt23462326/,Short,,16,,"Short, Comedy",0,,"Torin Scott",,
1299,tt0490215,2024-04-21,2024-04-21,,"Silence","Silence",https://www.imdb.com/title/tt0490215/,Movie,7.2,161,2016,"Drama, History",125390,2017-01-13,"Martin Scorsese",,
1300,tt2879552,2024-04-24,2024-04-24,,"11.22.63","11.22.63",https://www.imdb.com/title/tt2879552/,TV Mini Series,8.1,60,2016,"Drama, Mystery, Romance, Sci-Fi, Thriller",104759,2016-02-15,,,
1301,tt10623646,2024-04-24,2024-04-24,,"Paper Girls","Paper Girls",https://www.imdb.com/title/tt10623646/,TV Series,7.3,40,2022,"Adventure, Drama, Sci-Fi",12380,2022-07-29,,,
1302,tt8332130,2024-04-24,2024-04-24,,"Beforeigners","Beforeigners",https://www.imdb.com/title/tt8332130/,TV Series,7.7,45,2019,"Crime, Drama, Sci-Fi",12543,2020-02-18,,,
1303,tt1194599,2024-04-25,2024-04-25,,"The Most Extreme","The Most Extreme",https://www.imdb.com/title/tt1194599/,TV Series,8.4,60,2002,"Documentary",370,2002-07-07,,,
1304,tt4288182,2024-04-25,2024-04-25,,"Atlanta","Atlanta",https://www.imdb.com/title/tt4288182/,TV Series,8.6,30,2016,"Comedy, Drama, Music",91427,2016-09-06,,,
1305,tt13361448,2024-04-25,2024-04-25,,"Night Sky","Night Sky",https://www.imdb.com/title/tt13361448/,TV Series,7.3,55,2022,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",24498,2022-05-20,,,
1306,tt4647692,2024-04-26,2024-04-26,,"Letterkenny","Letterkenny",https://www.imdb.com/title/tt4647692/,TV Series,8.6,30,2016,"Comedy",31048,2016-02-07,,,
1307,tt5672290,2024-04-27,2024-04-27,,"The First Omen","The First Omen",https://www.imdb.com/title/tt5672290/,Movie,6.5,119,2024,"Horror",57965,2024-04-05,"Arkasha Stevenson",,
1308,tt0457275,2024-04-29,2024-04-29,,"Altered","Altered",https://www.imdb.com/title/tt0457275/,Movie,5.6,88,2006,"Horror, Sci-Fi, Thriller",11066,2007-07-20,"Eduardo Sánchez",,
1309,tt2960930,2024-04-29,2024-04-29,,"Extraterrestrial","Extraterrestrial",https://www.imdb.com/title/tt2960930/,Movie,5.0,101,2014,"Action, Horror, Mystery, Sci-Fi, Thriller",16963,2014-10-17,"Colin Minihan",,
1310,tt0460883,2024-04-29,2024-04-29,,"Night Skies","Night Skies",https://www.imdb.com/title/tt0460883/,Movie,4.5,85,2007,"Horror, Sci-Fi, Thriller",3189,2007-01-23,"Roy Knyrim",,
1311,tt8269120,2024-04-29,2024-04-29,,"Dark Encounter","Dark Encounter",https://www.imdb.com/title/tt8269120/,Movie,5.3,97,2019,"Mystery, Sci-Fi, Thriller",4607,2019-10-24,"Carl Strathie",,
1312,tt2510434,2024-04-29,2024-04-29,,"Alien Abduction","Alien Abduction",https://www.imdb.com/title/tt2510434/,Movie,4.9,85,2014,"Horror, Sci-Fi, Thriller",9015,2014-04-04,"Matty Beckerman",,
1313,tt0104523,2024-04-29,2024-04-29,,"Intruders","Intruders",https://www.imdb.com/title/tt0104523/,TV Series,6.4,163,1992,"Biography, Horror, Mystery, Sci-Fi",1496,1992-05-17,,,
1314,tt0062132,2024-04-29,2024-04-29,,"Placer sangriento","Placer sangriento",https://www.imdb.com/title/tt0062132/,Movie,4.3,78,1967,"Horror",201,1967-10,"Emilio Vieyra",,
1315,tt0103352,2024-05-07,2024-05-07,,"Are You Afraid of the Dark?","Are You Afraid of the Dark?",https://www.imdb.com/title/tt0103352/,TV Series,8.2,30,1990,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",16654,1992-08-15,,,
1316,tt0298482,2024-05-08,2024-05-08,,"Nothing","Nothing",https://www.imdb.com/title/tt0298482/,Movie,6.1,90,2003,"Comedy, Fantasy",6165,2004-07-29,"Vincenzo Natali",,
1317,tt16606592,2024-05-09,2024-05-09,,"The Animal Kingdom","Le règne animal",https://www.imdb.com/title/tt16606592/,Movie,6.7,128,2023,"Adventure, Drama, Horror, Mystery, Sci-Fi",9450,2024-03-15,"Thomas Cailley",,
1318,tt0122515,2024-05-09,2024-05-09,,"The Acid House","The Acid House",https://www.imdb.com/title/tt0122515/,Movie,6.2,111,1998,"Comedy, Drama",8129,1999-01-01,"Paul McGuigan",,
1319,tt6827652,2024-05-09,2024-05-09,,"The Giant","The Giant",https://www.imdb.com/title/tt6827652/,Movie,4.2,99,2019,"Crime, Mystery, Thriller",511,2020-11-13,"David Raboy",,
1320,tt0083000,2024-05-10,2024-05-10,,"Road Games","Roadgames",https://www.imdb.com/title/tt0083000/,Movie,6.6,101,1981,"Mystery, Thriller",9702,1981-02-27,"Richard Franklin",,
1321,tt1360875,2024-05-13,2024-05-13,,"Katalin Varga","Katalin Varga",https://www.imdb.com/title/tt1360875/,Movie,7.0,82,2009,"Crime, Drama, Thriller",3108,2009-10-09,"Peter Strickland",,
1322,tt0099797,2024-05-13,2024-05-13,,"The Hot Spot","The Hot Spot",https://www.imdb.com/title/tt0099797/,Movie,6.4,130,1990,"Crime, Drama, Romance, Thriller",14102,1990-10-26,"Dennis Hopper",,
1323,tt0118273,2024-05-14,2024-05-14,,"Brass Eye","Brass Eye",https://www.imdb.com/title/tt0118273/,TV Series,8.6,25,1997,"Comedy",11798,1997-01-29,,,
1324,tt0459159,2024-05-14,2024-05-14,,"The Thick of It","The Thick of It",https://www.imdb.com/title/tt0459159/,TV Series,8.7,30,2005,"Comedy",27026,2005-05-19,,,
1325,tt0445114,2024-05-14,2024-05-14,,"Extras","Extras",https://www.imdb.com/title/tt0445114/,TV Series,8.3,30,2005,"Comedy, Drama",61279,2005-09-25,,,
1326,tt0499410,2024-05-14,2024-05-14,,"That Mitchell and Webb Look","That Mitchell and Webb Look",https://www.imdb.com/title/tt0499410/,TV Series,8.0,720,2006,"Comedy, Fantasy",9664,2006-09-14,,,
1327,tt8594510,2024-05-14,2024-05-14,,"Back to Life","Back to Life",https://www.imdb.com/title/tt8594510/,TV Series,7.6,30,2019,"Comedy, Drama",6957,2019-11-10,,,
1328,tt5619658,2024-05-14,2024-05-14,,"Flowers","Flowers",https://www.imdb.com/title/tt5619658/,TV Series,8.0,30,2016,"Comedy, Drama",6789,2016-05-05,,,
1329,tt6257970,2024-05-14,2024-05-14,,"The End of the F***ing World","The End of the F***ing World",https://www.imdb.com/title/tt6257970/,TV Series,8.0,25,2017,"Adventure, Comedy, Crime, Drama, Romance, Thriller",228803,2017-10-24,,,
1330,tt4082744,2024-05-14,2024-05-14,,"Detectorists","Detectorists",https://www.imdb.com/title/tt4082744/,TV Series,8.6,30,2014,"Comedy",22511,2014-10-02,,,
1331,tt0262150,2024-05-14,2024-05-14,,"Black Books","Black Books",https://www.imdb.com/title/tt0262150/,TV Series,8.4,25,2000,"Comedy",62684,2001-12-09,,,
1332,tt0423661,2024-05-14,2024-05-14,,"Green Wing","Green Wing",https://www.imdb.com/title/tt0423661/,TV Series,8.3,65,2004,"Comedy, Drama",12998,2005-05-19,,,
1333,tt0111958,2024-05-14,2024-05-14,,"Father Ted","Father Ted",https://www.imdb.com/title/tt0111958/,TV Series,8.7,25,1995,"Comedy",44870,1995-04-21,,,
1334,tt3183264,2024-05-14,2024-05-14,,"London Irish","London Irish",https://www.imdb.com/title/tt3183264/,TV Mini Series,7.5,24,2013,"Comedy",1597,2013-09-24,,,
1335,tt0094336,2024-05-14,2024-05-14,,"Withnail and I","Withnail & I",https://www.imdb.com/title/tt0094336/,Movie,7.5,107,1987,"Comedy, Drama",49095,1987-06-19,"Bruce Robinson",,
1336,tt12994356,2024-05-14,2024-05-14,,"The Cleaner","The Cleaner",https://www.imdb.com/title/tt12994356/,TV Series,7.1,30,2021,"Comedy",7058,2021-09-10,,,
1337,tt0184135,2024-05-14,2024-05-14,,"The League of Gentlemen","The League of Gentlemen",https://www.imdb.com/title/tt0184135/,TV Series,8.4,60,1999,"Comedy, Horror",12535,2000-06-19,,,
1338,tt0426654,2024-05-14,2024-05-14,,"Nathan Barley","Nathan Barley",https://www.imdb.com/title/tt0426654/,TV Series,8.0,26,2005,"Comedy",4438,2005-02-11,,,
1339,tt0108771,2024-05-14,2024-05-14,,"The Fast Show","The Fast Show",https://www.imdb.com/title/tt0108771/,TV Series,8.2,30,1994,"Comedy",5364,1998-03-30,,,
1340,tt0178126,2024-05-14,2024-05-14,,"Big Train","Big Train",https://www.imdb.com/title/tt0178126/,TV Series,7.9,30,1998,"Comedy",4150,2000-02-25,,,
1341,tt0187664,2024-05-14,2024-05-14,,"Spaced","Spaced",https://www.imdb.com/title/tt0187664/,TV Series,8.5,25,1999,"Comedy",58615,1999-09-24,,,
1342,tt18974452,2024-05-14,2024-05-14,,"Such Brave Girls","Such Brave Girls",https://www.imdb.com/title/tt18974452/,TV Series,7.3,25,2023,"Comedy",2116,2023-12-15,,,
1343,tt13649112,2024-05-14,2024-05-14,,"Baby Reindeer","Baby Reindeer",https://www.imdb.com/title/tt13649112/,TV Mini Series,7.7,30,2024,"Biography, Drama",153529,2024-04-11,,,
1344,tt2180271,2024-05-14,2024-05-14,,"Äkta människor","Äkta människor",https://www.imdb.com/title/tt2180271/,TV Series,7.8,60,2012,"Drama, Sci-Fi, Thriller",6857,2012-01-22,,,
1345,tt0127382,2024-05-14,2024-05-14,,"Kenny Starfighter","Kenny Starfighter",https://www.imdb.com/title/tt0127382/,TV Series,7.5,28,1997,"Action, Adventure, Comedy, Family, Mystery, Sci-Fi",1416,1997-10-04,,,
1346,tt12642764,2024-05-14,2024-05-14,,"Dead End: Paranormal Park","Dead End: Paranormal Park",https://www.imdb.com/title/tt12642764/,TV Series,7.1,27,2022,"Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery",3275,2022-06-16,,,
1347,tt28004970,2024-05-14,2024-05-14,,"Fright Krewe","Fright Krewe",https://www.imdb.com/title/tt28004970/,TV Series,7.3,,2023,"Animation, Adventure, Family, Fantasy, Horror",528,2023-10-02,,,
1348,tt3066242,2024-05-14,2024-05-14,,"RWBY","RWBY",https://www.imdb.com/title/tt3066242/,TV Series,7.6,13,2012,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi, Thriller",7834,2013-07-18,,,
1349,tt1773185,2024-05-14,2024-05-14,,"Puella Magi Madoka Magica","Mahô shôjo Madoka magika: Puella Magi Madoka Magica",https://www.imdb.com/title/tt1773185/,TV Mini Series,8.2,24,2011,"Animation, Action, Adventure, Drama, Fantasy, Horror, Mystery, Thriller",11942,2011-01-07,,,
1350,tt10691770,2024-05-14,2024-05-14,,"Helluva Boss","Helluva Boss",https://www.imdb.com/title/tt10691770/,TV Series,8.2,,2019,"Animation, Action, Comedy, Crime, Drama, Fantasy, Horror, Musical",12676,2019-11-25,,,
1351,tt11868868,2024-05-14,2024-05-14,,"Devil May Care","Devil May Care",https://www.imdb.com/title/tt11868868/,TV Series,6.2,12,2021,"Animation, Comedy",440,2021-02-06,,,
1352,tt16382978,2024-05-14,2024-05-14,,"Praise Petey","Praise Petey",https://www.imdb.com/title/tt16382978/,TV Series,6.0,,2023,"Animation, Comedy",1002,2023-07-21,,,
1353,tt13373182,2024-05-14,2024-05-14,,"Unicorn: Warriors Eternal","Unicorn: Warriors Eternal",https://www.imdb.com/title/tt13373182/,TV Series,7.2,,2023,"Animation, Action, Adventure, Drama, Fantasy",1965,2023-05-05,,,
1354,tt15599734,2024-05-14,2024-05-14,,"Murder Drones","Murder Drones",https://www.imdb.com/title/tt15599734/,TV Series,8.0,,2021,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi, Thriller",3147,2021-10-29,,,
1355,tt0376058,2024-05-14,2024-05-14,,"Parasite Dolls","Parasaito Dôruzu",https://www.imdb.com/title/tt0376058/,TV Mini Series,6.3,85,2003,"Animation, Action, Crime, Drama, Fantasy, Sci-Fi, Thriller",746,2004-10-19,,,
1356,tt5600406,2024-05-14,2024-05-14,,"Dark/Web","Dark/Web",https://www.imdb.com/title/tt5600406/,TV Series,5.4,40,2019,"Horror, Mystery, Thriller",984,2019-07-19,,,
1357,tt9064858,2024-05-14,2024-05-14,,"Them","Them",https://www.imdb.com/title/tt9064858/,TV Series,7.5,45,2021,"Drama, Horror, Thriller",30513,2021-04-09,,,
1358,tt15389676,2024-05-14,2024-05-14,,"Wolfboy and the Everything Factory","Wolfboy and the Everything Factory",https://www.imdb.com/title/tt15389676/,TV Series,7.6,25,2021,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",236,2021-09-23,,,
1359,tt10919290,2024-05-14,2024-05-14,,"Centaurworld","Centaurworld",https://www.imdb.com/title/tt10919290/,TV Series,7.7,25,2021,"Animation, Adventure, Comedy, Family, Fantasy, Musical",2930,2021-07-30,,,
1360,tt7043380,2024-05-15,2024-05-15,,"Osmosis","Osmosis",https://www.imdb.com/title/tt7043380/,TV Series,5.8,55,2019,"Romance, Sci-Fi",3491,2019-03-29,,,
1361,tt10101518,2024-05-15,2024-05-15,,"Curon","Curon",https://www.imdb.com/title/tt10101518/,TV Series,5.9,,2020,"Drama, Fantasy, Horror, Mystery, Thriller",4715,2020-06-05,,,
1362,tt9764386,2024-05-15,2024-05-15,,"30 Coins","30 Monedas",https://www.imdb.com/title/tt9764386/,TV Series,7.1,60,2020,"Drama, Fantasy, Horror, Mystery, Thriller",11399,2021-01-04,,,
1363,tt0346156,2024-05-15,2024-05-15,,"Sky Captain and the World of Tomorrow","Sky Captain and the World of Tomorrow",https://www.imdb.com/title/tt0346156/,Movie,6.1,106,2004,"Action, Adventure, Mystery, Sci-Fi, Thriller",88191,2004-09-17,"Kerry Conran",,
1364,tt18550140,2024-05-15,2024-05-15,,"Holy Spider","Holy Spider",https://www.imdb.com/title/tt18550140/,Movie,7.3,118,2022,"Crime, Drama, Thriller",27768,2023-01-13,"Ali Abbasi",,
1365,tt10466872,2024-05-16,2024-05-16,,"Dune: Prophecy","Dune: Prophecy",https://www.imdb.com/title/tt10466872/,TV Series,7.5,,2024,"Action, Adventure, Drama, Sci-Fi",8110,2024-11-17,,,
1366,tt4267026,2024-05-17,2024-05-17,,"Hell House LLC","Hell House LLC",https://www.imdb.com/title/tt4267026/,Movie,6.4,93,2015,"Horror, Mystery",28564,2016-11-01,"Stephen Cognetti",,
1367,tt2494362,2024-05-17,2024-05-17,,"Bone Tomahawk","Bone Tomahawk",https://www.imdb.com/title/tt2494362/,Movie,7.1,132,2015,"Drama, Horror, Western",126308,2016-02-19,"S. Craig Zahler",,
1368,tt3289956,2024-05-17,2024-05-17,,"The Autopsy of Jane Doe","The Autopsy of Jane Doe",https://www.imdb.com/title/tt3289956/,Movie,6.8,86,2016,"Horror, Mystery, Thriller",148199,2016-12-21,"André Øvredal",,
1369,tt10128846,2024-05-19,2024-05-19,,"Megalopolis","Megalopolis",https://www.imdb.com/title/tt10128846/,Movie,4.9,138,2024,"Drama, Fantasy, Sci-Fi",24215,2024-09-27,"Francis Ford Coppola",,
1370,tt0068098,2024-05-20,2024-05-20,,"M*A*S*H","M*A*S*H",https://www.imdb.com/title/tt0068098/,TV Series,8.5,25,1972,"Comedy, Drama, War",65475,1972-09-17,,,
1371,tt0213338,2024-05-20,2024-05-20,,"Cowboy Bebop","Kaubôi bibappu: Cowboy Bebop",https://www.imdb.com/title/tt0213338/,TV Series,8.9,24,1998,"Animation, Action, Adventure, Comedy, Drama, Sci-Fi",146548,2001-09-02,,,
1372,tt22817632,2024-05-20,2024-05-20,,"Heavenly Delusion","Tengoku daimakyô",https://www.imdb.com/title/tt22817632/,TV Series,7.9,24,2023,"Animation, Adventure, Mystery, Sci-Fi",8143,2023-04-01,,,
1373,tt27009795,2024-05-22,2024-05-22,,"Praying for Armageddon","Praying for Armageddon",https://www.imdb.com/title/tt27009795/,Movie,7.2,97,2023,"Documentary, Thriller",614,2024-08-05,"Tonje Hessen Schei, Michael Rowley",,
1374,tt3361792,2024-05-23,2024-05-23,,"Tolkien","Tolkien",https://www.imdb.com/title/tt3361792/,Movie,6.8,112,2019,"Biography, Drama, Romance, War",48174,2019-05-10,"Dome Karukoski",,
1375,tt0085035,2024-05-24,2024-05-24,,"Interster","Interster",https://www.imdb.com/title/tt0085035/,TV Series,8.1,24,1981,"Family, Sci-Fi",28,1981,,,
1376,tt0370986,2024-05-28,2024-05-28,,"Mysterious Skin","Mysterious Skin",https://www.imdb.com/title/tt0370986/,Movie,7.6,105,2004,"Drama",78426,2005-06-24,"Gregg Araki",,
1377,tt0863046,2024-05-28,2024-05-28,,"Flight of the Conchords","Flight of the Conchords",https://www.imdb.com/title/tt0863046/,TV Series,8.5,25,2007,"Comedy, Music, Musical",67105,2007-06-17,,,
1378,tt0270688,2024-05-29,2024-05-29,,"Teknolust","Teknolust",https://www.imdb.com/title/tt0270688/,Movie,5.3,85,2002,"Comedy, Drama, Romance, Sci-Fi",1963,2010-10-26,"Lynn Hershman Leeson",,
1379,tt2400463,2024-06-05,2024-06-05,,"The Invitation","The Invitation",https://www.imdb.com/title/tt2400463/,Movie,6.6,100,2015,"Drama, Horror, Mystery, Thriller",121766,2016-04-08,"Karyn Kusama",,
1380,tt1910272,2024-06-06,2024-06-06,,"Steins;Gate","Steins;Gate",https://www.imdb.com/title/tt1910272/,TV Series,8.8,24,2011,"Animation, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",78097,2011-04-06,,,
1381,tt0093207,2024-06-06,2024-06-06,,"Wings of Honneamise","Ôritsu uchûgun Oneamisu no tsubasa",https://www.imdb.com/title/tt0093207/,Movie,7.2,121,1987,"Animation, Drama, Sci-Fi",5880,1995-03-10,"Hiroyuki Yamaga, Steve Zuckerman",,
1382,tt0124770,2024-06-06,2024-06-06,,"Patlabor 2: The Movie","Kidô keisatsu patorebâ: The Movie 2",https://www.imdb.com/title/tt0124770/,Movie,7.5,113,1993,"Animation, Action, Drama, Mystery, Sci-Fi, Thriller",4762,1993-11-05,"Mamoru Oshii, Mizuho Nishikubo",,
1383,tt0093871,2024-06-06,2024-06-06,,"Robot Carnival","Robotto kânibaru",https://www.imdb.com/title/tt0093871/,Video,6.8,90,1987,"Animation, Comedy, Drama, Fantasy, Sci-Fi",3086,1987-07-21,"Atsuko Fukushima, Hiroyuki Kitakubo, Hiroyuki Kitazume, Kôji Morimoto, Takashi Nakamura, Yasuomi Umetsu, Manabu Ôhashi, Hidetoshi Ômori, Katsuhiro Ôtomo",,
1384,tt1131734,2024-06-10,2024-06-10,,"Jennifer's Body","Jennifer's Body",https://www.imdb.com/title/tt1131734/,Movie,5.5,102,2009,"Comedy, Horror",157754,2009-09-18,"Karyn Kusama",,
1385,tt2370248,2024-06-10,2024-06-10,,"Short Term 12","Short Term 12",https://www.imdb.com/title/tt2370248/,Movie,7.9,96,2013,"Drama",92880,2013-08-23,"Destin Daniel Cretton",,
1386,tt2125435,2024-06-10,2024-06-10,,"Beasts of the Southern Wild","Beasts of the Southern Wild",https://www.imdb.com/title/tt2125435/,Movie,7.2,93,2012,"Adventure, Drama, Fantasy",85512,2012-07-05,"Benh Zeitlin",,
1387,tt0085542,2024-06-10,2024-06-10,,"Fire and Ice","Fire and Ice",https://www.imdb.com/title/tt0085542/,Movie,6.5,81,1983,"Animation, Adventure, Fantasy",13236,1983-08-26,"Ralph Bakshi",,
1388,tt0063278,2024-06-12,2024-06-12,,"Marketa Lazarová","Marketa Lazarová",https://www.imdb.com/title/tt0063278/,Movie,7.9,162,1967,"Drama, History, Romance",6211,1967-11-24,"Frantisek Vlácil",,
1389,tt2847438,2024-06-12,2024-06-12,,"The Bunker","Der Bunker",https://www.imdb.com/title/tt2847438/,Movie,6.1,85,2015,"Comedy, Drama, Horror, Thriller",2183,2016-01-21,"Nikias Chryssos",,
1390,tt2131532,2024-06-12,2024-06-12,,"Hidden","Hidden",https://www.imdb.com/title/tt2131532/,Movie,6.4,84,2015,"Horror, Sci-Fi, Thriller",26739,2015-09-15,"Matt Duffer, Ross Duffer",,
1391,tt0097336,2024-06-12,2024-06-12,,"Fat Man and Little Boy","Fat Man and Little Boy",https://www.imdb.com/title/tt0097336/,Movie,6.5,127,1989,"Biography, Drama, History, War",9358,1989-10-20,"Roland Joffé",,
1392,tt0058083,2024-06-12,2024-06-12,,"Fail Safe","Fail-Safe",https://www.imdb.com/title/tt0058083/,Movie,8.0,112,1964,"Drama, Thriller",25330,1964-10-07,"Sidney Lumet",,
1393,tt5598206,2024-06-12,2024-06-12,,"Command and Control","Command and Control",https://www.imdb.com/title/tt5598206/,Movie,7.3,92,2016,"Documentary, History",1016,2016-04-17,"Robert Kenner",,
1394,tt0058576,2024-06-12,2024-06-12,,"Seven Days in May","Seven Days in May",https://www.imdb.com/title/tt0058576/,Movie,7.8,118,1964,"Drama, Thriller",17785,1964-02-13,"John Frankenheimer",,
1395,tt0076845,2024-06-12,2024-06-12,,"Twilight's Last Gleaming","Twilight's Last Gleaming",https://www.imdb.com/title/tt0076845/,Movie,6.7,146,1977,"Drama, Thriller",3833,1977-02-09,"Robert Aldrich",,
1396,tt0064074,2024-06-12,2024-06-12,,"The Bed Sitting Room","The Bed Sitting Room",https://www.imdb.com/title/tt0064074/,Movie,6.1,90,1969,"Comedy, Sci-Fi",2632,1970-03-26,"Richard Lester",,
1397,tt0072730,2024-06-12,2024-06-12,,"A Boy and His Dog","A Boy and His Dog",https://www.imdb.com/title/tt0072730/,Movie,6.4,91,1975,"Comedy, Drama, Sci-Fi, Thriller",19817,1975-11-14,"L.Q. Jones",,
1398,tt0078966,2024-06-12,2024-06-12,,"The China Syndrome","The China Syndrome",https://www.imdb.com/title/tt0078966/,Movie,7.4,122,1979,"Drama, Thriller",33815,1979-03-16,"James Bridges",,
1399,tt0087231,2024-06-12,2024-06-12,,"The Falcon and the Snowman","The Falcon and the Snowman",https://www.imdb.com/title/tt0087231/,Movie,6.8,131,1985,"Biography, Crime, Drama, Thriller",13198,1985-02-08,"John Schlesinger",,
1400,tt2063782,2024-06-13,2024-06-13,,"Laddaland","Soi-lát-daa-laen",https://www.imdb.com/title/tt2063782/,Movie,6.2,125,2011,"Drama, Horror, Mystery",2650,2011-04-28,"Sophon Sakdaphisit",,
1401,tt0844319,2024-06-13,2024-06-13,,"Kaidan","Kaidan",https://www.imdb.com/title/tt0844319/,Movie,6.1,115,2007,"Drama, Horror, Romance",1227,2007-08-04,"Hideo Nakata",,
1402,tt1634022,2024-06-13,2024-06-13,,"The Sylvian Experiments","Kyôfu",https://www.imdb.com/title/tt1634022/,Movie,4.7,94,2010,"Horror, Sci-Fi",547,2010-07-10,"Hiroshi Takahashi",,
1403,tt1971325,2024-06-17,2024-06-17,,"Automata","Autómata",https://www.imdb.com/title/tt1971325/,Movie,6.0,109,2014,"Action, Drama, Sci-Fi, Thriller",60060,2014-10-17,"Gabe Ibáñez",,
1404,tt0353899,2024-06-17,2024-06-17,,"Posrednik","Posrednik",https://www.imdb.com/title/tt0353899/,Movie,6.9,228,1990,"Action, Sci-Fi",251,1990-12-22,"Vladimir Potapov",,
1405,tt0177213,2024-06-17,2024-06-17,,"The Strange Case of Señor Computer","The Strange Case of Señor Computer",https://www.imdb.com/title/tt0177213/,Movie,7.4,91,2000,"Comedy, Sci-Fi",63,2000-01-25,,,
1406,tt2771506,2024-06-17,2024-06-17,,"The Perfect 46","The Perfect 46",https://www.imdb.com/title/tt2771506/,Movie,5.4,97,2014,"Drama, Sci-Fi",223,2014-10-28,"Brett Ryan Bonowicz",,
1407,tt1801123,2024-06-17,2024-06-17,,"Travelling Salesman","Travelling Salesman",https://www.imdb.com/title/tt1801123/,Movie,5.8,80,2012,"Drama, Mystery, Sci-Fi, Thriller",1381,2012-06-16,"Timothy Lanzone",,
